Job Title,Company,Location,Experience,Salary,Link
Data Scientist SLM/LLM,Han Digital Solution,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-slm-llm-han-digital-solution-p-hubli-mangaluru-mysuru-bengaluru-belgaum-1-to-2-years-221125501368
Data Engineer,Wipro,Bengaluru,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-wipro-limited-bengaluru-3-to-5-years-211125934801
Data Scientist,Incedo,Bengaluru,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-incedo-technology-solutions-ltd-bengaluru-4-to-6-years-201125915793
Data Scientist,Incedo,Gurugram,4-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-incedo-technology-solutions-ltd-gurugram-4-to-6-years-171125925717
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Bhopal,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-bhopal-5-to-7-years-171125924226
Data Engineer,Accenture,Bhubaneswar,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bhubaneswar-2-to-4-years-171125923760
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Nagpur,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-nagpur-5-to-7-years-171125912597
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Lucknow,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-lucknow-5-to-7-years-171125912573
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Surat,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-surat-5-to-7-years-171125912563
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Pune,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-pune-5-to-7-years-171125912542
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Chennai,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-chennai-5-to-7-years-171125912536
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Kanpur,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-kanpur-5-to-7-years-141125919489
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Ahmedabad,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-ahmedabad-5-to-7-years-141125919464
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Jaipur,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-jaipur-5-to-7-years-141125919460
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Kolkata,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-kolkata-5-to-7-years-141125919433
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Noida,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-noida-5-to-7-years-141125914040
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Gurugram,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-gurugram-5-to-7-years-141125913521
Data Scientist - Machine Learning / Artificial Intelligence,Leading Client,Delhi / NCR,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-delhi-ncr-5-to-7-years-141125913147
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Indore,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-indore-5-to-7-years-141125909725
"Data Scientist / Automation (Python, AcrPy, ArcEQuIS etc.)",Environmental Resources Management (ERM),New Delhi,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-automation-python-acrpy-arcequis-etc-erm-india-private-limited-new-delhi-4-to-8-years-141025501504
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Visakhapatnam,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-visakhapatnam-5-to-7-years-131125927727
IN | Data Scientist,Leading Client,Maharashtra,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-in-data-scientist-growel-softech-pvt-ltd-maharashtra-3-to-7-years-121125921554
Data Engineer,Leading Client,Pune,2-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-growel-softech-pvt-ltd-pune-2-to-5-years-121125921491
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Noida,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-noida-5-to-7-years-121125911565
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Mumbai,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-artificial-intelligence-zorba-consulting-mumbai-5-to-7-years-111125939591
Data Scientist,IBM,Bengaluru,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bengaluru-3-to-6-years-101125929675
AIML/Data Scientist,SPA Systems,"Hybrid - Pune, Bengaluru, Delhi / NCR",2-7 Yrs,12-22 Lacs PA,https://www.naukri.com/job-listings-aiml-data-scientist-spa-systems-pune-bengaluru-delhi-ncr-2-to-7-years-080725022584
Data Scientist,Igloble Solutions,New Delhi,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-igloble-new-delhi-3-to-5-years-301025505938
Data Engineer - Python,Busigence Technologies,Remote,0-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-python-busigence-technologies-remote-0-to-3-years-291123502525
Data Engineer,Seven N Consulting,Bengaluru,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-seven-n-consulting-pvt-ltd-bengaluru-1-to-2-years-290925501317
Data Engineer,Diverse Lynx,Bengaluru,5-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-diverse-lynx-bengaluru-5-to-7-years-190925501570
Data Scientist,Srima Tech,Remote,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-srima-tech-remote-3-to-8-years-190825500748
Data Engineer,Tomorrow World Technology,Remote,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-tomorrow-world-technology-remote-5-to-10-years-110725505096
Data Scientist,Scimitar Research,Pune,0-1 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-scimitar-research-pune-0-to-1-years-090424501380
Data Scientist,Scaleupally,Noida,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-scaleupally-noida-4-to-5-years-080925500735
Data Engineer,Diverse Lynx,Pune,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-diverse-lynx-pune-5-to-10-years-010925502938
Data Scientist - Remote,Hungry Bird It Consulting Services,Remote,10-18 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-remote-hungry-bird-it-consulting-services-hyderabad-10-to-18-years-291125010544
Data Scientist || Hybrid || TOP MNC,People Prime Worldwide,"Hybrid - Hyderabad, Pune, Bengaluru",4-9 Yrs,13-23 Lacs PA,https://www.naukri.com/job-listings-data-scientist-hybrid-top-mnc-people-prime-worldwide-hyderabad-pune-bengaluru-4-to-9-years-281125009755
Data Scientist,Persolkelly India,"Warangal, Hyderabad, Nizamabad",5-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-persolkelly-warangal-hyderabad-nizamabad-5-to-6-years-271125502390
Data Engineer – Python,Soul Ai,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-python-soul-ai-hyderabad-2-to-4-years-261125912496
Data Engineer – Python,Soul Ai,Remote,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-python-soul-ai-hyderabad-2-to-4-years-261125908840
Data Scientist,Deloitte Consulting,"Hybrid - Hyderabad, Bengaluru",5-10 Yrs,25-30 Lacs PA,https://www.naukri.com/job-listings-data-scientist-teamlease-digital-hyderabad-bengaluru-5-to-10-years-261125027833
Data Scientist,ti Steps,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,6-12 Lacs PA,https://www.naukri.com/job-listings-data-scientist-ti-steps-hyderabad-chennai-bengaluru-4-to-9-years-261125023380
Data Scientist,Cloud Angles Digital Transformation,Hyderabad,3-7 Yrs,15-25 Lacs PA,https://www.naukri.com/job-listings-data-scientist-cloud-angles-digital-transformation-hyderabad-3-to-7-years-251125014062
Data Scientist - Model Building/Development,Consumer Banking,Remote,3-8 Yrs,20-25 Lacs PA,https://www.naukri.com/job-listings-data-scientist-model-building-development-khushboo-hyderabad-3-to-8-years-031225019788
Data Scientist,Shimento India,"Hyderabad, Bengaluru",3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-shimento-india-llp-hyderabad-bengaluru-3-to-6-years-021225503990
Data Scientist,Vertisystem,Hybrid - Hyderabad(HITEC City +2),6-11 Yrs,25-35 Lacs PA,https://www.naukri.com/job-listings-data-scientist-vertisystem-hyderabad-6-to-11-years-021225017624
Data Scientist,Vertisystem,Hybrid - Hyderabad,6-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-vertisystem-hyderabad-6-to-10-years-021225016748
Data Scientist,Capgemini,"Hybrid - Hyderabad, Chennai, Delhi / NCR",6-11 Yrs,9-18 Lacs PA,https://www.naukri.com/job-listings-data-scientist-capgemini-hyderabad-chennai-delhi-ncr-6-to-11-years-021225014853
Data Scientist(SLM),Big 4,"Hybrid - Hyderabad, Chennai, Bengaluru",4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-slm-anlage-infotech-hyderabad-chennai-bengaluru-4-to-9-years-021225013152
Data Scientist - Real World Data - Data42,NOVARTIS,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-real-world-data-data42-novartis-healthcare-pvt-ltd-hyderabad-5-to-10-years-011225502551
Data Scientist,Salmon Commerce,Hyderabad,8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-salmon-commerce-hyderabad-8-to-13-years-011225020555
Data Scientist,Enterprise Change Specialists,Hyderabad,10-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-ecs-enterprise-change-specialists-hyderabad-10-to-15-years-281125500097
Hiring - Data Science/Scientist/AI/ML/Gen AI - Hyderabad,People Staffing Solutions,Hybrid - Hyderabad,5-10 Yrs,11-21 Lacs PA,https://www.naukri.com/job-listings-hiring-data-science-scientist-ai-ml-gen-ai-hyderabad-people-staffing-hyderabad-5-to-10-years-261125000110
Data Scientist,Resustainability,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-resustainability-hyderabad-5-to-10-years-251125024129
Data Scientist,Cloudstrats Technologies,"New Delhi, Delhi / NCR",5-8 Yrs,4-6 Lacs PA,https://www.naukri.com/job-listings-data-scientist-cloudstrats-technologies-new-delhi-delhi-ncr-5-to-8-years-101125009353
Data Engineer - Remote,Smartedge IT Services,Remote,3-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-remote-smartedge-it-services-hyderabad-3-to-8-years-261125028779
Permanent Opportunity For Data Scientist @ Chennai/Bangalore/Pune/Hyd,Deloitte Consulting,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,16-25 Lacs PA,https://www.naukri.com/job-listings-permanent-opportunity-for-data-scientist-chennai-bangalore-pune-hyd-deloitte-consulting-hyderabad-chennai-bengaluru-5-to-10-years-241125015067
AI Data Scientist,Han Digital Solution,Hyderabad,1-2 Yrs,Not Disclosed,https://www.naukri.com/job-listings-ai-data-scientist-han-digital-solution-p-hyderabad-1-to-2-years-221125501728
Data Scientist (Aditya POC),Han Digital Solution,Hyderabad,6-15 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-aditya-poc-han-digital-solution-p-hyderabad-6-to-15-years-221125501465
Data Scientist,Virtusa,Hybrid - Hyderabad,2-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-virtusa-consulting-services-pvt-ltd-hyderabad-2-to-7-years-201125918956
Data Scientist,Algoleap Technologies,Hyderabad,5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-algoleap-technologies-pvt-ltd-hyderabad-5-to-10-years-201125025659
Data Scientist,Genpact,Hyderabad,5-10 Yrs,22.5-30 Lacs PA,https://www.naukri.com/job-listings-data-scientist-genpact-hyderabad-5-to-10-years-201125017447
"Data Engineer, AFT BI Content",Amazon,Hyderabad,4-9 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-aft-bi-content-amazon-development-centre-india-pvt-ltd-hyderabad-4-to-9-years-171125504646
Data Scientist,LTIMindtree,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-alike-thoughts-hyderabad-bengaluru-mumbai-all-areas-5-to-10-years-170925029119
Data Scientist-Artificial Intelligence,IBM,Hyderabad,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-hyderabad-3-to-7-years-141125929715
Data Scientist - Machine Learning,Leading Client,Hyderabad,4-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-zorba-consulting-hyderabad-4-to-5-years-141125929101
Foreseer AI- Data Scientist III,S&P Global Market Intelligence,"Hyderabad, Gurugram",8-13 Yrs,Not Disclosed,https://www.naukri.com/job-listings-foreseer-ai-data-scientist-iii-sp-capital-iq-india-pvt-ltd-hyderabad-gurugram-8-to-13-years-141125928169
Data Scientist,Tekoalyn Labs Innovation Software,Hyderabad,3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-tekoalyn-labs-innovation-software-pvt-ltd-hyderabad-3-to-6-years-141125500958
Data Scientist / Machine Learning Engineer,Uplers,Hyderabad,1-3 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-uplers-hyderabad-1-to-3-years-141125025508
GEN AI Data Scientist,Cognizant,"Hybrid - Hyderabad, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-gen-ai-data-scientist-cognizant-hyderabad-chennai-bengaluru-5-to-10-years-121125027205
Data Engineer,Incedo,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-incedo-technology-solutions-ltd-hyderabad-3-to-5-years-101125902338
Data Engineer,Incedo,Hyderabad,3-5 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-engineer-incedo-technology-solutions-ltd-hyderabad-3-to-5-years-101125902324
Data Scientist,Yum! India,"Hyderabad, New Delhi, Gurugram",4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-yum-brands-hyderabad-new-delhi-gurugram-4-to-8-years-101125500748
Data Scientist,Tech Vedika Software,Hyderabad,3-8 Yrs,5-14 Lacs PA,https://www.naukri.com/job-listings-data-scientist-tech-vedika-software-hyderabad-3-to-8-years-101125008102
Data Scientist,Tezo,Hyderabad,3-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-tezo-hyderabad-3-to-4-years-050925502827
Data Scientist/Gen ai- Bangalore (Pan India Infosys),Infosys,"Hybrid - Hyderabad, Pune, Bengaluru",3-8 Yrs,8-16 Lacs PA,https://www.naukri.com/job-listings-data-scientist-gen-ai-bangalore-pan-india-infosys-infosys-hyderabad-pune-bengaluru-3-to-8-years-031025016273
Data Scientist,Shimentox Technologies,"Hyderabad, Bengaluru",3-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-shimentox-technologies-hyderabad-bengaluru-3-to-6-years-290825501761
Senior Data Scientist-GenAI & Machine Learning,Prudent Globaltech Solutions,Hyderabad,8-12 Yrs,Not Disclosed,https://www.naukri.com/job-listings-senior-data-scientist-genai-machine-learning-prudent-globaltech-solutions-private-limited-hyderabad-8-to-12-years-270525501871
Data Scientist,Tiger Analytics,"Hyderabad, Chennai",4-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-tiger-analytics-hyderabad-chennai-4-to-7-years-250424501033
Data Scientist,Jaggaer,Hyderabad,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-jaggaer-hyderabad-3-to-7-years-230925505824
Data Scientist,Fusion Plus Solutions Inc,Hyderabad,4-8 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-fusion-plus-solutions-inc-hyderabad-4-to-8-years-210125504382
Data Scientist,LLP S3bglobal Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-6 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-s3b-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-6-years-200825502005
Data Scientist,Beinex,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-beinex-consulting-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-191125503990
Data Scientist,Pronix It Solutions,Hyderabad,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-pronix-inc-hyderabad-3-to-7-years-120225501777
Data Scientist,Amgen Inc,Hyderabad,2-4 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-amgen-inc-hyderabad-2-to-4-years-111125916981
Data Scientist,Amgen Inc,Hyderabad,3-7 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-amgen-inc-hyderabad-3-to-7-years-111125916924
Data Scientist,Newbie Soft Solutions,"Hyderabad, Chennai, Bengaluru",4-8 Yrs,"60,000-1.25 Lacs PA",https://www.naukri.com/job-listings-data-scientist-newbie-soft-solutions-hyderabad-chennai-bengaluru-4-to-8-years-111125008434
Data Scientist,Reycruit,Hyderabad,5-10 Yrs,30-45 Lacs PA,https://www.naukri.com/job-listings-data-scientist-reycruit-hyderabad-5-to-10-years-191125037875
Data Scientist,Mwidm,"Hybrid - Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10 Yrs,Not Disclosed,https://www.naukri.com/job-listings-data-scientist-mwidm-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-131125013833
